City,Purchase_Amount
East Christophershire,1327.1100000000001
East Christopherside,388.52
East Christopherton,474.22
East Christophertown,284.34
East Christopherview,262.67
East Christychester,475.93
East Christymouth,175.49
East Cindy,502.47
East Cindyborough,445.17
East Cindyport,145.05
East Cindyside,363.15
East Clarence,19.72
East Clarenceland,10.8
East Claudia,353.73
East Clayton,85.00999999999999
East Claytonfurt,470.72
East Clifford,474.31
East Cliffordbury,52.68
East Cody,582.86
East Codyberg,354.47
East Codymouth,330.05
East Codyton,687.4
East Cole,34.42
East Coleburgh,384.07
East Coleview,267.72
East Colin,192.62
East Colinside,411.0
East Colleen,392.2
East Colleenside,479.99
East Colleentown,429.69
East Collinbury,115.05
East Colton,381.38
East Connie,922.34
East Conniechester,293.77
East Connieview,326.98
East Connor,444.91
East Corey,729.95
East Coreyfort,58.77
East Coreyville,257.66
East Corychester,271.05
East Coryland,33.64
East Corystad,453.56
East Coryville,279.09
East Courtney,519.12
East Courtneychester,237.65
East Courtneyfort,294.05
East Courtneyhaven,321.09
East Courtneymouth,396.73
East Courtneyport,185.72
East Courtneyshire,98.42
East Craig,783.62
East Craigborough,22.42
East Craigfort,277.46
East Craigland,251.29
East Craigmouth,99.28
East Craigshire,368.83
East Cristian,494.84
East Crystal,2069.05
East Crystalberg,366.46
East Crystalburgh,421.13
East Crystalshire,277.89
East Crystalton,173.22
East Curtis,680.86
East Curtismouth,136.42
East Curtisport,193.31
East Curtisville,280.68
East Cynthia,2129.77
East Cynthiaborough,316.29
East Cynthiabury,134.4
East Cynthiafort,173.97
East Cynthiamouth,814.36
East Cynthiastad,21.38
East Cynthiaton,406.99
East Cynthiaville,394.89
East Daisy,234.54
East Dakota,329.8
East Dale,677.22
East Daleborough,467.84
East Dalton,313.02
East Damonchester,272.79
East Dana,11.58
East Danaside,57.88
East Daniel,2786.59
East Danielborough,414.56
East Danielburgh,471.07
East Danielbury,387.16999999999996
East Danielfurt,118.02
East Danielhaven,89.29
East Danielland,358.31
East Danielle,1944.97
East Daniellehaven,193.31
East Danielport,164.02
East Danielshire,1001.09
East Danielside,1258.09
East Danielstad,691.52
East Dannymouth,396.57
East Dantown,12.71
East Darlene,482.11
East Darlenebury,189.07
East Darrell,108.12
East Darren,411.56
East Darrenstad,88.98
East Darryl,637.64
East Darrylburgh,19.59
East Darrylville,324.77
East Davehaven,398.94
East David,8187.53
East Davidborough,283.19
East Davidburgh,220.45
East Davidbury,777.57
East Davidfort,773.11
East Davidhaven,222.32
East Davidland,531.64
East Davidmouth,809.4100000000001
East Davidside,343.9
East Davidstad,759.04
East Davidton,799.08
East Davidtown,477.68
East Davidview,347.14
East Davidville,456.26
East Dawn,789.6500000000001
East Dawnchester,355.49
East Dawnfort,272.31
East Dawnton,332.39
East Dean,471.45
East Deanfort,467.5
East Deanfurt,241.11
East Deanna,1134.29
East Deannaport,347.18
East Deannaview,451.13
East Debbie,983.49
East Debbieberg,188.53
East Deborah,1668.97
East Deborahberg,30.62
East Deborahland,80.91
East Deborahport,193.11
East Deborahside,232.79
East Deborahstad,105.31
East Deborahville,83.24
East Debra,1549.24
East Debraborough,77.55
East Debrabury,381.47
East Debrafurt,258.35
East Debraland,389.73
East Debratown,143.37
East Debraview,177.45
East Denise,770.8399999999999
East Dennis,434.28
East Dennischester,348.59
East Dennisfurt,211.87
East Dennishaven,364.71
East Dennisland,335.01
East Dennisside,473.76
East Dennisstad,217.46
East Derek,1066.5
East Derekhaven,252.23
East Derekmouth,132.7
East Derekport,225.62
East Derrick,600.5799999999999
East Derrickburgh,207.86
East Desireeland,493.05
East Destiny,556.9399999999999
East Devin,302.4
East Devonland,215.27
East Diamond,281.53
East Diana,1567.24
East Dianaberg,399.62
East Dianaside,217.82
East Dianatown,19.92
East Dianeborough,147.28
East Dianetown,134.56
East Dillon,292.19
East Donald,2026.41
East Donaldhaven,104.46
East Donaldport,99.72
East Donaldtown,467.88
East Donnaberg,152.89
East Donnahaven,197.75
East Donnaland,165.42
East Donnastad,113.84
East Donnaton,101.19
East Donnaview,381.76
East Dorothy,162.08
East Dorothyborough,185.56
East Dorothyhaven,54.12
East Dorothyside,87.5
East Dorothyville,472.53
East Douglas,1124.18
East Douglasberg,144.91
East Douglasbury,652.84
East Douglasfort,384.72
East Douglasland,170.75
East Douglasside,225.2
East Douglaston,490.69
East Douglasville,210.47
East Duane,158.12
East Dustin,648.64
East Dwayne,319.79
East Dylan,471.42
East Dylanport,421.21
East Dylanton,12.37
East Earlberg,90.4
East Ebonymouth,357.64
East Eddie,222.73
East Eduardoborough,275.71
East Edward,1416.9099999999999
East Edwardborough,93.58
East Elainefurt,189.6
East Elijah,44.89
East Elizabeth,4919.15
East Elizabethborough,427.88
East Elizabethburgh,109.93
East Elizabethbury,461.44000000000005
East Elizabethhaven,270.57
East Elizabethland,562.6500000000001
East Elizabethmouth,802.62
East Elizabethport,311.35
East Elizabethshire,191.71
East Elizabethside,137.65
East Elizabethstad,35.47
East Elizabethtown,337.4
East Elizabethview,963.23
East Elizabethville,292.02
East Ellen,168.84
East Ellenmouth,140.66
East Ellenstad,340.73
East Emily,2489.4700000000003
East Emilyborough,414.89
East Emilyhaven,282.54
East Emilyport,455.2
East Emilyside,316.51
East Emilystad,173.37
East Emilytown,391.32
East Emilyville,519.6
East Eric,3294.5
East Erica,550.34
East Ericaport,347.73
East Ericberg,362.09
East Ericborough,184.82
East Ericchester,246.09
East Ericland,748.11
East Ericport,175.67
East Ericshire,203.16000000000003
East Ericside,220.85
East Ericstad,341.71000000000004
East Ericview,136.58
East Erik,895.71
East Erika,390.1
East Erikaland,448.86
East Erikamouth,133.92
East Erikastad,80.7
East Erin,1587.1200000000001
East Erinchester,690.17
East Erinfurt,47.42
East Erinmouth,391.58
East Ernest,356.13
East Ethanchester,157.29
East Ethanview,278.46
East Eugeneton,216.24
East Evan,449.29
East Evanside,486.13
East Evelyn,933.73
East Evelynmouth,181.75
East Evelynshire,277.06
East Faithstad,60.41
East Felicia,859.38
East Feliciaside,369.64
East Fernando,448.69
East Francesshire,142.52
East Francisco,978.4000000000001
East Frank,929.14
East Frankborough,994.47
East Frankburgh,251.52
East Frankbury,405.59
East Franklin,479.22
East Frankstad,12.46
East Frankville,273.48
East Fred,64.83
East Frederick,481.66
East Fredericktown,198.8
East Fredmouth,352.84
East Gabriel,310.18
East Gabrielaburgh,117.3
East Gabrielashire,435.04
East Gabriella,259.98
East Gailmouth,167.51
East Garrett,551.73
East Garrettfurt,103.1
East Garretttown,446.83
East Gary,1305.97
East Garyfort,219.82
East Garyfurt,388.08
East Garyside,136.14
East Garytown,223.42
East Gavin,427.61
East George,1185.74
East Georgefurt,573.79
East Georgehaven,373.51
East Georgeland,90.25
East Georgeside,369.68
East Gerald,16.12
East Geraldfort,11.24
East Geraldstad,15.63
East Gina,843.2
East Ginamouth,474.14
East Ginashire,198.73
East Glen,425.17
East Glendahaven,17.1
East Glendaview,109.24
East Glenn,423.28999999999996
East Glennberg,391.26
East Gloria,442.55
East Grace,348.23
East Grantburgh,76.18
East Grantmouth,406.13
East Greggville,319.45
East Gregmouth,328.7
East Gregory,2018.74
East Gregoryberg,393.51
East Gregorybury,103.91
East Gregorymouth,100.26
East Gregoryville,234.18
East Gregport,71.55
East Gregstad,41.19
East Gwendolynstad,315.5
East Hailey,95.22
East Haley,483.70000000000005
East Haleychester,496.26
East Haleyfurt,126.59
East Haleytown,362.99
East Haleyview,243.76
East Hannah,1341.53
East Hannahbury,224.91
East Hannahport,37.49
East Hannahside,271.34
East Hannahton,224.5
East Hayden,19.04
East Haydenshire,188.49
East Hayleyville,108.44
East Heather,2902.93
East Heatherborough,472.03
East Heatherburgh,566.59
East Heatherbury,411.77
East Heatherchester,278.42
East Heatherfort,369.79
East Heatherhaven,271.28
East Heatherland,263.46
East Heathermouth,363.31
East Heatherstad,359.43
East Heatherton,281.1
East Heidi,683.2
East Heidimouth,299.77
East Heiditon,41.81
East Helenborough,267.23
East Henry,859.22
East Henryburgh,397.19
East Holly,1168.68
East Hollybury,265.78
East Hollymouth,495.94
East Hollytown,358.36
East Howardport,248.43
East Hunter,590.4
East Hunterburgh,349.94
East Ianhaven,463.27
East Ianshire,390.09
East Isaac,154.4
East Isabella,251.12
East Isaiah,462.2
East Jack,514.22
East Jackiemouth,671.9399999999999
East Jackstad,80.07
East Jacktown,288.06
East Jaclynberg,273.37
East Jacob,2464.52
East Jacobchester,158.68
East Jacobfurt,124.88
East Jacobmouth,191.8
East Jacobport,431.37
East Jacqueline,54.46
East Jacquelinefort,302.22
East Jacquelinefurt,35.41
East Jade,763.7
East Jaime,113.17
East Jaimechester,137.24
East Jaimemouth,170.72
East Jaimetown,203.75
East James,7440.28
East Jamesberg,643.96
East Jamesborough,31.75
East Jamesburgh,417.78
East Jameschester,405.04999999999995
East Jamesfort,222.99
East Jameshaven,300.1
East Jamesland,251.12
East Jamesmouth,245.63
East Jamesport,431.35
East Jameston,317.82
East Jamestown,766.6800000000001
East Jamesview,188.67
East Jamesville,396.25
East Jamie,211.89000000000001
East Jamieborough,335.44
East Jamiemouth,249.68
East Janet,532.62
East Janetview,296.21
East Janice,492.36
East Janicetown,468.22
East Jared,569.9
East Jaredfurt,121.74
East Jaredstad,269.81
East Jasmine,189.89
East Jasmineburgh,722.5699999999999
East Jasminemouth,342.88
East Jasmineport,233.67
East Jasmineside,308.8
East Jasmineview,474.01
East Jason,3847.36
East Jasonchester,418.65999999999997
East Jasonfurt,688.79
East Jasonport,318.94
East Jasonside,61.67
East Jasonton,432.2
East Jasontown,147.14
East Jasonville,665.29
East Jay,389.41
East Jeanne,246.58
East Jeffery,533.91
East Jefferyberg,294.42
East Jeffrey,4134.17
East Jeffreyborough,173.61
East Jeffreybury,26.03
East Jeffreychester,497.71
East Jeffreyfurt,473.12
East Jeffreyhaven,434.02000000000004
East Jeffreyland,434.85
East Jeffreymouth,239.25
East Jeffreyshire,480.23
East Jeffreyton,488.48
East Jeffreyview,460.18
East Jeffreyville,330.2
East Jeffside,157.05
East Jenna,888.56
East Jennaburgh,381.14
East Jennafurt,35.95
East Jennahaven,242.9
East Jennaside,484.9
East Jennifer,7337.5599999999995
East Jenniferberg,416.73
East Jenniferborough,895.91
East Jenniferburgh,73.42
East Jenniferbury,48.34
East Jenniferchester,1036.68
East Jenniferfort,309.92
East Jenniferfurt,880.9
East Jenniferhaven,188.13
East Jenniferland,826.62
East Jennifermouth,409.33
East Jennifershire,374.61
East Jenniferside,664.6800000000001
East Jenniferstad,50.48
East Jenniferton,641.1999999999999
East Jenniferview,484.06
East Jenniferville,652.94
East Jennyland,483.12
East Jennyside,41.72
East Jeremiah,103.59
East Jeremiahfort,162.04
East Jeremiahhaven,142.61
East Jeremy,1953.6
East Jeremyborough,391.97
East Jeremyburgh,112.42
East Jeremyfurt,82.04
East Jeremyshire,76.05
East Jeromeport,57.38
East Jerry,652.87
East Jerryside,425.42
East Jesse,1907.36
East Jesseborough,341.03
East Jessefort,486.81
East Jessemouth,389.4
East Jessetown,314.92
East Jessica,3928.94
East Jessicaberg,64.19
East Jessicaborough,117.37
East Jessicabury,309.48
East Jessicachester,435.1
East Jessicafurt,159.86
East Jessicahaven,446.38
East Jessicaland,57.95
East Jessicamouth,863.25
East Jessicaport,433.5
East Jessicashire,585.4300000000001
East Jessicastad,305.53
East Jessicaton,323.51
East Jessicatown,148.71
East Jessicaville,188.9
East Jesus,20.27
East Jesusberg,36.31
East Jill,935.49
East Jillborough,280.81
East Jillchester,256.12
East Jillmouth,482.8
East Jimmy,315.26
East Jimmychester,325.53
East Joann,416.93
East Joannafort,162.02
East Joanne,210.14
East Joanton,375.72
East Jodi,154.01
East Joditown,10.71
East Joe,101.01
East Joeberg,341.27
East Joel,847.34
East Joelborough,10.13
East Joelville,86.39
East Joeport,265.28
East John,6821.74
East Johnathan,180.37
East Johnathanfort,368.05
East Johnathanmouth,223.14
East Johnathantown,496.91
East Johnathanview,288.19
East Johnberg,608.8299999999999
East Johnborough,195.53
East Johnburgh,389.07
East Johnbury,772.64
East Johnchester,227.1
East Johnfurt,270.15
East Johnhaven,312.64
East Johnland,720.35
East Johnmouth,912.2
East Johnny,426.94
East Johnnymouth,191.75
East Johnnyside,22.59
East Johnport,1457.6
East Johnshire,734.15
East Johnside,598.79
East Johnton,752.8199999999999
East Johnview,830.96
East Jon,435.48
East Jonathan,511.87
East Jonathanberg,266.25
East Jonathanchester,367.0
East Jonathanfort,232.48
East Jonathanfurt,283.75
East Jonathanmouth,139.53
East Jonathanshire,212.51
East Jonathanside,857.72
East Jonathanstad,33.78
East Jonathanton,413.35
East Jonathantown,307.41
East Jonathon,446.70000000000005
East Jonathonburgh,172.29
East Jonathonhaven,355.3
East Jonland,408.5
East Jorge,296.46
East Jose,1245.06
East Josechester,339.28
East Josefurt,109.19
East Josehaven,149.07
East Joseland,18.09
East Joseph,3096.78
East Josephberg,480.24
East Josephburgh,358.23
East Josephchester,801.19
East Josephfort,227.08
East Josephfurt,155.85
East Josephhaven,764.76
East Josephmouth,202.84
East Josephshire,178.42
East Josephside,235.16
East Josephtown,597.03
East Josephview,119.49
East Josephville,115.78
East Joseport,460.32
East Joseshire,397.44
East Josestad,68.15
East Joseton,610.9100000000001
East Joshua,2450.51
East Joshuaborough,394.67
East Joshuaburgh,377.1
East Joshuabury,394.87
East Joshuafurt,227.25
East Joshuamouth,1210.74
East Joshuaside,249.95
East Joshuaton,111.56
East Joshuatown,283.47
East Joshuaview,386.52
East Joycehaven,406.25
East Juan,434.28999999999996
East Juanfort,373.6
East Juanton,30.58
East Juanville,395.2
East Judithtown,65.13
East Judy,320.58
East Judyborough,454.24
East Julia,818.62
East Juliafurt,116.12
East Julian,23.02
East Juliaside,207.64
East Juliaville,296.48
East Julie,2994.7200000000003
East Juliehaven,98.81
East Julieshire,489.67999999999995
East Justin,1867.02
East Justinmouth,733.38
East Justintown,180.21
East Justinview,243.12
East Justinville,122.34
East Kaitlyn,360.33
East Kara,1042.69
East Karaport,783.94
East Karen,1247.4199999999998
East Karenberg,430.59000000000003
East Karenburgh,304.91
East Karenbury,249.48
East Karenchester,380.23
East Karenshire,159.64
East Karenton,442.29
East Karenview,237.16
East Karina,189.26
East Katelyn,742.6
East Katherine,2670.21
East Katherineborough,449.24
East Katherinefurt,33.74
East Katherinehaven,197.49
East Katherineshire,471.0
East Katherineton,127.96
East Katherineville,165.3
East Kathleen,1391.77
East Kathleenbury,437.34
East Kathleenchester,465.25
East Kathleenfurt,133.49
East Kathleenport,32.19
East Kathryn,1426.6599999999999
East Kathrynside,240.31
East Kathrynton,207.06
East Kathy,823.51
East Kathyberg,458.79
East Kathyburgh,385.62
East Katie,469.54
East Katiefort,148.17
East Katiemouth,123.21
East Katieside,49.71
East Katrina,1011.1700000000001
East Katrinaberg,381.58
East Kayla,1833.71
East Kaylaview,136.35
East Kayleehaven,77.14
East Keith,1672.17
East Keithburgh,352.46
East Keithbury,420.79
East Keithfurt,345.67
East Keithport,41.3
East Keithstad,436.34
East Keithtown,381.22
East Keithview,209.54
East Kelly,2701.96
East Kellyberg,475.0
East Kellyfort,378.59
East Kellyland,85.35
East Kellymouth,334.8
East Kellyport,795.8399999999999
East Kellyside,80.9
East Kelsey,727.81
East Kelseyside,641.95
East Kendraville,225.6
East Kenneth,2514.61
East Kennethburgh,356.72
East Kennethbury,262.83
East Kennethhaven,121.29
East Kennethshire,207.19
East Kennethstad,207.78
East Kennethville,407.28
East Kerry,154.04
East Kevin,2231.15
East Kevinberg,100.76
East Kevinbury,142.15
East Kevinchester,448.83
East Kevinfort,613.21
East Kevinhaven,371.83
East Kevinmouth,12.88
East Kevinport,835.23
East Kevinton,495.7
East Kevintown,479.29
East Kevinview,260.65
East Kim,286.11
East Kimberly,6864.86
East Kimberlyberg,133.68
East Kimberlyborough,356.83
East Kimberlychester,493.55
East Kimberlyfort,492.71
East Kimberlyfurt,851.8299999999999
East Kimberlymouth,420.98
East Kimberlyport,814.01
East Kimberlyshire,310.95
East Kimberlyton,73.02
East Kimberlyview,382.99
East Kirsten,324.63
East Krista,576.11
East Kristahaven,208.07
East Kristen,1535.4
East Kristenburgh,229.97
East Kristenbury,440.23
East Kristenstad,207.4
East Kristenton,110.83
East Kristi,117.32
East Kristiburgh,101.77
East Kristie,432.22
East Kristin,19.69
East Kristina,1759.2
East Kristinaland,443.38
East Kristinaport,660.61
East Kristinaside,317.21
East Kristinburgh,393.37
East Kristine,257.57
East Kristinemouth,460.9
East Kristiview,257.53
East Kristyport,468.92
East Kristyview,331.12
East Krystal,395.91
East Krystalshire,76.78
East Kyle,1245.49
East Kylehaven,409.79
East Kylemouth,336.38
East Kyleshire,228.26
East Kylestad,344.04
East Kyleview,86.77
East Kyleville,76.36
East Kylie,438.4
East Larry,41.36
East Larryfurt,504.7
East Latashamouth,58.07
East Laura,3193.4300000000003
East Lauraborough,304.36
East Laurabury,328.76
East Laurachester,403.2
East Lauraport,119.45
East Laurastad,220.27
East Lauraton,765.14
East Lauraview,301.52
East Lauren,1112.26
East Laurenberg,291.7
East Laurenburgh,415.07
East Laurenchester,338.65
East Laurenfort,264.81
East Laurenfurt,329.44
East Laurenland,462.66
East Laurenport,610.8299999999999
East Laurenshire,35.48
East Laurentown,795.08
East Laurenville,38.64
East Lauriefort,30.73
East Laurieport,230.78
East Laurieside,275.71
East Laurieville,268.28
East Lawrence,769.8499999999999
East Lawrencefurt,73.53
East Leah,549.12
East Leahchester,19.29
East Leahfurt,411.96
East Leahshire,177.79
East Leefort,215.83
East Leon,412.84
East Leonard,251.95
East Leonardchester,229.85
East Leroyfurt,449.7
East Leroymouth,114.04
East Leslie,365.53
East Leslieberg,73.73
East Leslieborough,72.8
East Lesliechester,312.61
East Lesliemouth,16.13
East Leslieside,313.44
East Lesliestad,106.83
East Levi,217.56
East Linda,2293.34
East Lindaberg,376.49
East Lindabury,615.4300000000001
East Lindafort,59.73
East Lindaport,942.4
East Lindaside,465.69
East Lindatown,380.89
East Lindaville,71.82
East Lindsay,1210.77
East Lindsayberg,251.24
East Lindsaybury,477.51
East Lindsey,1169.78
East Lindseymouth,361.32
East Lisa,4609.33
East Lisaborough,789.6999999999999
East Lisaburgh,620.8
East Lisafurt,287.37
East Lisamouth,1112.3899999999999
East Lisaside,266.44
East Lisastad,1137.68
East Lisaview,1165.84
East Loganview,473.78
East Loretta,324.57
East Lori,1643.8
East Loriside,259.27
East Loristad,457.17
East Loriton,453.86
East Lorrainestad,111.36
East Lorraineton,340.51
East Louisfurt,117.66
East Louismouth,225.45
East Louiston,346.14
East Luis,598.56
East Luisberg,46.47
East Luistown,381.87
East Lukeborough,359.0
East Lydia,85.85
East Lynn,271.23
East Madeline,440.62
East Madison,309.89
East Manuelchester,137.89
East Marcberg,261.31
East Marcus,328.32
East Marcusshire,172.96
East Marcusstad,373.45
East Margaret,902.24
East Margaretberg,57.22
East Margaretmouth,480.78
East Margaretport,310.39
East Margarettown,172.54
East Maria,2650.28
East Mariaborough,407.21
East Mariaburgh,61.36
East Mariah,223.61
East Mariahaven,164.18
East Mariahview,258.32
East Mariaport,159.29
East Mariaview,220.99
East Marie,797.67
East Marieborough,831.94
East Marilynland,105.07
East Mariofurt,268.43
East Mariohaven,387.11
East Marisamouth,323.0
East Marisaville,41.8
East Marissa,1148.37
East Marissashire,338.58
East Mark,3180.35
East Markborough,207.32
East Markburgh,143.65
East Markbury,379.25
East Markmouth,522.28
East Markport,607.1899999999999
East Markshire,274.06
East Markton,463.38
East Martin,1075.5
East Martintown,76.23
East Marvin,38.35
East Mary,3235.44
East Maryberg,305.33
East Maryborough,175.7
East Maryburgh,175.52
